ORDER_SHOP_CD,Surface_COMMERC,Emplacement_PDV,Coord_L2E_II_X,Coord_L2E_II_Y
83MOBIFREJ,25.0,CC,956440.0,1834710.0
19MOBIBRIV,63.0,CC,532958.0,2016499.0
56305FX7-1,119.0,CV,205079.0,2354132.0
69120N0P-5,60.0,CC,801845.0,2086288.0
60280FT9-8,140.0,CC,632021.0,2490365.0
95PHSEENGH,69.0,CV,597782.0,2441312.0
57501FV2-4,130.0,CV,919321.0,2465080.0
60MOBICHAA,57.0,CV,609585.0,2466271.0
95150FM4-1,138.0,CC,591589.0,2446245.0
93600FU3-6,159.0,CC,610291.0,2439704.0
40990IRC-5,158.0,CC,327660.0,1864618.0
34PHSEBEZI,94.0,CC,672160.0,1815200.0
75019FD3-1,49.0,CV,602809.0,2432289.0
45073FN5-5,219.0,CV,567754.0,2322223.0
70MOBIGRAY,50.0,CC,844926.0,2277174.0
92400FS7-7,195.0,CC,592785.0,2432510.0
66000JQJ-4,68.0,CC,649976.0,1744590.0
75008BM9-5,246.0,CV,599156.0,2430151.0
02500FL3-3,90.0,CV,725497.0,2548841.0
80PHSEPERO,151.0,CV,642683.0,2549593.0
68MOBIGUEB,58.0,CV,964246.0,2334584.0
92390GA2-1,102.0,CC,599444.0,2436401.0
27PHSEPONT,61.0,CV,467581.0,2485820.0
33PHSELESP,60.0,CV,343187.0,2039339.0
75PHSEFLAN,169.0,CV,602347.0,2431727.0
08MOBICHA1,114.0,CC,770971.0,2529574.0
38205FD8-3,213.0,CV,798198.0,2061089.0
64PHSEPAU1,64.0,CC,381011.0,1816503.0
62230UA8-2,132.0,CC,562910.0,2660281.0
52PHSECHAU,123.0,CV,808747.0,2349574.0
29334FJ6-4,97.0,CV,119897.0,2352653.0
84PHSEAPT1,55.0,CV,846382.0,1879810.0
76290FK2-9,115.0,CC,444579.0,2505376.0
33324FX5-3,435.0,CC,372971.0,1981295.0
94205FW8-4,130.0,CC,602638.0,2417448.0
54400FH5-2,128.0,CC,850638.0,2510713.0
51070FL2-1,267.0,CV,723366.0,2474241.0
85MOBILUCO,99.0,CC,333651.0,2168145.0
64PHSEOLOR,62.0,CV,360341.0,1803340.0
