ORDER_SHOP_CD,decision,emplacement,volume_total,ca_estime,marge_estimee,score_rentabilite
PDV-MYSHOP,DÉVELOPPER,,15335,3067000.0,3002000.0,47.18
92PAEBOUL1,DÉVELOPPER,,2541,508200.0,443200.0,7.82
75FIBRESMS,DÉVELOPPER,,2507,501400.0,436400.0,7.71
06402FH3-0,DÉVELOPPER,CV,2227,445400.0,380400.0,6.85
131273DR-5,DÉVELOPPER,CC,2821,564200.0,479200.0,6.64
ARVOFFFUN1,DÉVELOPPER,,2151,430200.0,365200.0,6.62
75PAFTUNIS,DÉVELOPPER,,1905,381000.0,316000.0,5.86
26100FE4-5,DÉVELOPPER,CV,1902,380400.0,315400.0,5.85
13098FE3-3,DÉVELOPPER,CC,2133,426600.0,341600.0,5.02
84PHSEAVI1,DÉVELOPPER,CC,2023,404600.0,319600.0,4.76
20294FE9-1,DÉVELOPPER,CV,1530,306000.0,241000.0,4.71
06PHSEANTI,DÉVELOPPER,CC,1823,364600.0,279600.0,4.29
26PHSEVALE,DÉVELOPPER,CC,1784,356800.0,271800.0,4.2
ESELFCARE,DÉVELOPPER,,1300,260000.0,195000.0,4.0
84PHSEPERT,DÉVELOPPER,CC,1672,334400.0,249400.0,3.93
06FIBRECA1,DÉVELOPPER,,1274,254800.0,189800.0,3.92
84PHSECAVA,DÉVELOPPER,CV,1250,250000.0,185000.0,3.85
20137FE8-9,DÉVELOPPER,CV,1249,249800.0,184800.0,3.84
26PHSENYON,DÉVELOPPER,CV,1243,248600.0,183600.0,3.82
84100FR6-5,DÉVELOPPER,CC,1622,324400.0,239400.0,3.82
13200FE3-1,DÉVELOPPER,CC,1586,317200.0,232200.0,3.73
06PHSEMENT,DÉVELOPPER,CV,1146,229200.0,164200.0,3.53
75CTCFRAMB,DÉVELOPPER,,1130,226000.0,161000.0,3.48
83580FP3-4,DÉVELOPPER,CC,1478,295600.0,210600.0,3.48
VADVAL1014,DÉVELOPPER,,1114,222800.0,157800.0,3.43
20290VXJ-3,DÉVELOPPER,CC,1204,240800.0,155800.0,2.83
04PHSEDIGN,DÉVELOPPER,CC,1171,234200.0,149200.0,2.76
VADVAL_CAS,DÉVELOPPER,,854,170800.0,105800.0,2.63
92FIBREIMP,DÉVELOPPER,,784,156800.0,91800.0,2.41
05PHSEBRIA,DÉVELOPPER,CV,701,140200.0,75200.0,2.16
84PHSEAPT1,DÉVELOPPER,CV,685,137000.0,72000.0,2.11
04PHSESIST,DÉVELOPPER,CV,658,131600.0,66600.0,2.02
38PHSESALA,DÉVELOPPER,CV,655,131000.0,66000.0,2.02
CORSE_OPEN,DÉVELOPPER,,606,121200.0,56200.0,1.86
06PHSETRIN,DÉVELOPPER,CC,771,154200.0,69200.0,1.81
BO_ADCR_TP,DÉVELOPPER,,556,111200.0,46200.0,1.71
07PHSEPRIV,DÉVELOPPER,CV,531,106200.0,41200.0,1.63
75011FIDSC,DÉVELOPPER,,519,103800.0,38800.0,1.6
62ARVATOMD,DÉVELOPPER,,448,89600.0,24600.0,1.38
81FIDCARMA,DÉVELOPPER,,429,85800.0,20800.0,1.32
MAJSOSHINT,DÉVELOPPER,,359,71800.0,6800.0,1.1
VAD700ACQ,DÉVELOPPER,,351,70200.0,5200.0,1.08
62ARVAFIDO,DÉVELOPPER,,334,66800.0,1800.0,1.03
CECDTACOPE,FERMER,,325,65000.0,0.0,1.0
VAD700MIG,FERMER,,306,61200.0,-3800.0,0.94
71FIDOPB2S,FERMER,,282,56400.0,-8600.0,0.87
CCOGEFID,FERMER,,272,54400.0,-10600.0,0.84
CCBORDFID,FERMER,,251,50200.0,-14800.0,0.77
30PHSEANGL,FERMER,CC,315,63000.0,-22000.0,0.74
65ACTIPREM,FERMER,,228,45600.0,-19400.0,0.7
75017FIDSC,FERMER,,224,44800.0,-20200.0,0.69
B2B,FERMER,,220,44000.0,-21000.0,0.68
92FIBREDMF,FERMER,,211,42200.0,-22800.0,0.65
65ACTICAL2,FERMER,,196,39200.0,-25800.0,0.6
65CTCOPACT,FERMER,,196,39200.0,-25800.0,0.6
75OFPFRAMB,FERMER,,191,38200.0,-26800.0,0.59
RAAOPENN1,FERMER,,185,37000.0,-28000.0,0.57
06GTPROANT,FERMER,,166,33200.0,-31800.0,0.51
62ARVATO16,FERMER,,165,33000.0,-32000.0,0.51
69002FG4-2,FERMER,CV,160,32000.0,-33000.0,0.49
59650FIDSC,FERMER,,154,30800.0,-34200.0,0.47
84APVELEPO,FERMER,,153,30600.0,-34400.0,0.47
33000S01-6,FERMER,,144,28800.0,-36200.0,0.44
CCNDFFID,FERMER,,142,28400.0,-36600.0,0.44
PRT,FERMER,,141,28200.0,-36800.0,0.43
06APVECAN1,FERMER,,138,27600.0,-37400.0,0.42
06APVESTLA,FERMER,,135,27000.0,-38000.0,0.42
13APVEMA60,FERMER,,138,27600.0,-37400.0,0.42
75009OP9-5,FERMER,CV,135,27000.0,-38000.0,0.42
84APVEORAN,FERMER,,135,27000.0,-38000.0,0.42
26APVEMON1,FERMER,,132,26400.0,-38600.0,0.41
CCRENFID,FERMER,,134,26800.0,-38200.0,0.41
NSHN,FERMER,,134,26800.0,-38200.0,0.41
29000KV6-E,FERMER,,127,25400.0,-39600.0,0.39
BO_ADCR_FE,FERMER,,124,24800.0,-40200.0,0.38
13GTPROCAB,FERMER,,121,24200.0,-40800.0,0.37
83APVELAV1,FERMER,,117,23400.0,-41600.0,0.36
84GTPROPER,FERMER,,116,23200.0,-41800.0,0.36
06APVENIC2,FERMER,,113,22600.0,-42400.0,0.35
13APVEVITR,FERMER,,115,23000.0,-42000.0,0.35
VADVAL_PCT,FERMER,,113,22600.0,-42400.0,0.35
13APVEMC30,FERMER,,112,22400.0,-42600.0,0.34
83APVEBRI1,FERMER,,111,22200.0,-42800.0,0.34
CEMASNSOSH,FERMER,,109,21800.0,-43200.0,0.34
CCONCFID,FERMER,,107,21400.0,-43600.0,0.33
20GTPROFUR,FERMER,,105,21000.0,-44000.0,0.32
26GTPROVAL,FERMER,,103,20600.0,-44400.0,0.32
30100FX9-0,FERMER,CV,104,20800.0,-44200.0,0.32
30900F1F-8,FERMER,CC,136,27200.0,-57800.0,0.32
84GTPROAV1,FERMER,,105,21000.0,-44000.0,0.32
20GTPROSAR,FERMER,,102,20400.0,-44600.0,0.31
77000-BO,FERMER,,101,20200.0,-44800.0,0.31
83GTPROSEY,FERMER,,100,20000.0,-45000.0,0.31
AGPSOMEQ27,FERMER,,101,20200.0,-44800.0,0.31
BO_ADCR_OA,FERMER,,100,20000.0,-45000.0,0.31
VADPAPACQ,FERMER,,101,20200.0,-44800.0,0.31
06GTPROMEN,FERMER,,99,19800.0,-45200.0,0.3
13APVEAIX4,FERMER,,98,19600.0,-45400.0,0.3
13APVEAUBA,FERMER,,93,18600.0,-46400.0,0.29
13GTPROMRT,FERMER,,95,19000.0,-46000.0,0.29
13APVEMAR3,FERMER,,90,18000.0,-47000.0,0.28
26GTPRONYO,FERMER,,90,18000.0,-47000.0,0.28
83APVEPUGE,FERMER,,92,18400.0,-46600.0,0.28
SCS-FTMSF,FERMER,,90,18000.0,-47000.0,0.28
30PHSEBAGN,FERMER,CV,87,17400.0,-47600.0,0.27
BO_ADCR_CO,FERMER,,87,17400.0,-47600.0,0.27
83APVEDRA1,FERMER,,84,16800.0,-48200.0,0.26
84GTPROCAV,FERMER,,82,16400.0,-48600.0,0.25
BO_ADCR_RA,FERMER,,80,16000.0,-49000.0,0.25
06APVENIC3,FERMER,,79,15800.0,-49200.0,0.24
06APVENICE,FERMER,,78,15600.0,-49400.0,0.24
13APVEAIX3,FERMER,,79,15800.0,-49200.0,0.24
83APVETOUL,FERMER,,78,15600.0,-49400.0,0.24
62ACHARVAT,FERMER,,75,15000.0,-50000.0,0.23
PDV-BOI,FERMER,,76,15200.0,-49800.0,0.23
59000LIL-5,FERMER,CV,73,14600.0,-50400.0,0.22
83APVEGASS,FERMER,,70,14000.0,-51000.0,0.22
BO_ADCR_ND,FERMER,,70,14000.0,-51000.0,0.22
07GTPRODAV,FERMER,,67,13400.0,-51600.0,0.21
07GTPROTOU,FERMER,,69,13800.0,-51200.0,0.21
34976FK6-A,FERMER,CC,88,17600.0,-67400.0,0.21
750086YO-K,FERMER,CV,67,13400.0,-51600.0,0.21
STAND-GSE,FERMER,,68,13600.0,-51400.0,0.21
13APVEARL1,FERMER,,64,12800.0,-52200.0,0.2
43012FG8-4,FERMER,CV,66,13200.0,-51800.0,0.2
84GTPROCAR,FERMER,,66,13200.0,-51800.0,0.2
P_SI3901MA,FERMER,,65,13000.0,-52000.0,0.2
26APVEROM1,FERMER,,61,12200.0,-52800.0,0.19
34035FC6-1,FERMER,CC,80,16000.0,-69000.0,0.19
83GTPROHYE,FERMER,,62,12400.0,-52600.0,0.19
69003FY9-4,FERMER,CC,75,15000.0,-70000.0,0.18
AGPNCEQU03,FERMER,,58,11600.0,-53400.0,0.18
BO_ADCR_RM,FERMER,,60,12000.0,-53000.0,0.18
13APVESAL1,FERMER,,54,10800.0,-54200.0,0.17
26APVEVAL1,FERMER,,54,10800.0,-54200.0,0.17
35OBSAEOAR,FERMER,,54,10800.0,-54200.0,0.17
38028FK0-2,FERMER,CV,54,10800.0,-54200.0,0.17
CCAIXEQ5,FERMER,,54,10800.0,-54200.0,0.17
MEGSCT_ORA,FERMER,,56,11200.0,-53800.0,0.17
PADCN276PC,FERMER,,56,11200.0,-53800.0,0.17
21OBSAEGER,FERMER,,52,10400.0,-54600.0,0.16
BO_ADCR_GE,FERMER,,51,10200.0,-54800.0,0.16
PADCN262LE,FERMER,,51,10200.0,-54800.0,0.16
04GTPRODIG,FERMER,,48,9600.0,-55400.0,0.15
20000FM2-2,FERMER,,49,9800.0,-55200.0,0.15
310007DI-G,FERMER,CV,48,9600.0,-55400.0,0.15
05APVEGAP,FERMER,,46,9200.0,-55800.0,0.14
06500FD7-5,FERMER,CV,45,9000.0,-56000.0,0.14
06GTPROTRI,FERMER,,46,9200.0,-55800.0,0.14
67100FT5-5,FERMER,CC,59,11800.0,-73200.0,0.14
74000FL8-2,FERMER,CV,46,9200.0,-55800.0,0.14
75SDRBEAUM,FERMER,CV,44,8800.0,-56200.0,0.14
75SDRREPUB,FERMER,CV,44,8800.0,-56200.0,0.14
PDV_REPOSH,FERMER,,44,8800.0,-56200.0,0.14
VAD_MEG,FERMER,,46,9200.0,-55800.0,0.14
06GTPROBEA,FERMER,,43,8600.0,-56400.0,0.13
38080FD8-4,FERMER,CC,54,10800.0,-74200.0,0.13
63000FF7-8,FERMER,CV,41,8200.0,-56800.0,0.13
67300FIDSC,FERMER,,41,8200.0,-56800.0,0.13
BO_ADCR_SO,FERMER,,43,8600.0,-56400.0,0.13
01210FV3-1,FERMER,CV,39,7800.0,-57200.0,0.12
07GTPROPRI,FERMER,,40,8000.0,-57000.0,0.12
13008FM5-6,FERMER,,40,8000.0,-57000.0,0.12
20000WZT-4,FERMER,,38,7600.0,-57400.0,0.12
75016FX6-4,FERMER,CV,39,7800.0,-57200.0,0.12
75PHSESEVR,FERMER,CV,39,7800.0,-57200.0,0.12
78150FF6-3,FERMER,CC,53,10600.0,-74400.0,0.12
83GTPROSTR,FERMER,,38,7600.0,-57400.0,0.12
BO_ADCR_NC,FERMER,,39,7800.0,-57200.0,0.12
CEARVATDEM,FERMER,,38,7600.0,-57400.0,0.12
38GTPROSAL,FERMER,,35,7000.0,-58000.0,0.11
48005FW4-1,FERMER,CV,37,7400.0,-57600.0,0.11
57000U6F-7,FERMER,,37,7400.0,-57600.0,0.11
69009FG4-1,FERMER,CC,45,9000.0,-76000.0,0.11
75006FQ8-5,FERMER,CV,35,7000.0,-58000.0,0.11
86PAEPOIT1,FERMER,,36,7200.0,-57800.0,0.11
92100FH6-0,FERMER,CV,35,7000.0,-58000.0,0.11
20APVEAJA1,FERMER,,32,6400.0,-58600.0,0.1
20GTPROGHI,FERMER,,32,6400.0,-58600.0,0.1
31000FQ1-3,FERMER,CV,34,6800.0,-58200.0,0.1
3400000X-5,FERMER,CV,34,6800.0,-58200.0,0.1
37200FE2-B,FERMER,,31,6200.0,-58800.0,0.1
73010FR2-0,FERMER,CC,41,8200.0,-76800.0,0.1
73200FR2-1,FERMER,CC,42,8400.0,-76600.0,0.1
74200FV3-2,FERMER,CV,31,6200.0,-58800.0,0.1
75005U77-4,FERMER,CV,34,6800.0,-58200.0,0.1
84GTPROAPT,FERMER,,31,6200.0,-58800.0,0.1
AGPRMEQU30,FERMER,,34,6800.0,-58200.0,0.1
BO_ADCR_TO,FERMER,,32,6400.0,-58600.0,0.1
04APVEMANO,FERMER,,30,6000.0,-59000.0,0.09
06000FIDSC,FERMER,,28,5600.0,-59400.0,0.09
11090LYE-1,FERMER,CC,38,7600.0,-77400.0,0.09
1110099L-Q,FERMER,CC,40,8000.0,-77000.0,0.09
20APVEBORG,FERMER,,29,5800.0,-59200.0,0.09
20APVEPORT,FERMER,,29,5800.0,-59200.0,0.09
22GTPROPAI,FERMER,,29,5800.0,-59200.0,0.09
31OBSAESOR,FERMER,,28,5600.0,-59400.0,0.09
33000FT6-A,FERMER,CV,30,6000.0,-59000.0,0.09
34980FX1-1,FERMER,CC,37,7400.0,-77600.0,0.09
69230PE0-5,FERMER,CC,40,8000.0,-77000.0,0.09
74107FV3-0,FERMER,CV,28,5600.0,-59400.0,0.09
74PHSESALL,FERMER,CV,30,6000.0,-59000.0,0.09
75672FT-40,FERMER,,29,5800.0,-59200.0,0.09
75PHSEPAR1,FERMER,CV,29,5800.0,-59200.0,0.09
AGPRMEQU04,FERMER,,29,5800.0,-59200.0,0.09
AGPRMEQU25,FERMER,,28,5600.0,-59400.0,0.09
CCRENN700,FERMER,,29,5800.0,-59200.0,0.09
VADCASACQ,FERMER,,30,6000.0,-59000.0,0.09
07GTPROAUB,FERMER,,27,5400.0,-59600.0,0.08
20GTPROPRO,FERMER,,26,5200.0,-59800.0,0.08
21000FT4-8,FERMER,CC,35,7000.0,-78000.0,0.08
31670FJ1-3,FERMER,CC,33,6600.0,-78400.0,0.08
31700QJ2-5,FERMER,CC,34,6800.0,-78200.0,0.08
38130SPF-3,FERMER,CC,35,7000.0,-78000.0,0.08
38205FD8-3,FERMER,CV,27,5400.0,-59600.0,0.08
66530FX1-1,FERMER,CC,33,6600.0,-78400.0,0.08
75ACHTUNIS,FERMER,,25,5000.0,-60000.0,0.08
75SDRCOMME,FERMER,CV,26,5200.0,-59800.0,0.08
77566FW7-B,FERMER,CC,35,7000.0,-78000.0,0.08
92120FP7-3,FERMER,CV,27,5400.0,-59600.0,0.08
92300FR8-3,FERMER,CV,26,5200.0,-59800.0,0.08
92400FS7-7,FERMER,CC,32,6400.0,-78600.0,0.08
AGPRMEQU37,FERMER,,27,5400.0,-59600.0,0.08
17138FY4-7,FERMER,CC,31,6200.0,-78800.0,0.07
20APVEBAS1,FERMER,,24,4800.0,-60200.0,0.07
29603FT2-4,FERMER,CV,22,4400.0,-60600.0,0.07
30PHSENIME,FERMER,CC,31,6200.0,-78800.0,0.07
44000EDM-1,FERMER,CV,23,4600.0,-60400.0,0.07
54039FW2-0,FERMER,CV,24,4800.0,-60200.0,0.07
71019FG3-2,FERMER,CV,23,4600.0,-60400.0,0.07
75OBSAEIDR,FERMER,,23,4600.0,-60400.0,0.07
76173FC9-1,FERMER,CV,22,4400.0,-60600.0,0.07
77340FW7-1,FERMER,CC,28,5600.0,-79400.0,0.07
77711FS6-7,FERMER,CC,31,6200.0,-78800.0,0.07
80000ZSB-5,FERMER,CV,23,4600.0,-60400.0,0.07
92200FR8-2,FERMER,CV,23,4600.0,-60400.0,0.07
943003I4-I,FERMER,CV,22,4400.0,-60600.0,0.07
ACTICHATAC,FERMER,,22,4400.0,-60600.0,0.07
BO_ADCR_FO,FERMER,,22,4400.0,-60600.0,0.07
BO_ADCR_NB,FERMER,,22,4400.0,-60600.0,0.07
CCBORDN2,FERMER,,22,4400.0,-60600.0,0.07
CEQTPTUUN,FERMER,,24,4800.0,-60200.0,0.07
05GDTPROBR,FERMER,,18,3600.0,-61400.0,0.06
06APVEANT1,FERMER,,18,3600.0,-61400.0,0.06
13BS2HLD,FERMER,,19,3800.0,-61200.0,0.06
14000PJC-I,FERMER,CV,18,3600.0,-61400.0,0.06
20GTPROCOR,FERMER,,19,3800.0,-61200.0,0.06
31200FX1-1,FERMER,CC,26,5200.0,-79800.0,0.06
34PHSEBEZI,FERMER,CC,27,5400.0,-79600.0,0.06
40990IRC-5,FERMER,CC,26,5200.0,-79800.0,0.06
40PHSEHOSS,FERMER,CV,18,3600.0,-61400.0,0.06
42000FD5-6,FERMER,CV,20,4000.0,-61000.0,0.06
42328FE6-3,FERMER,CV,18,3600.0,-61400.0,0.06
62407FA8-5,FERMER,CC,24,4800.0,-80200.0,0.06
66965FM1-1,FERMER,CV,18,3600.0,-61400.0,0.06
69665FT8-2,FERMER,CV,21,4200.0,-60800.0,0.06
92130FH6-2,FERMER,CV,20,4000.0,-61000.0,0.06
93330FU3-4,FERMER,CC,24,4800.0,-80200.0,0.06
CCNICEQPR1,FERMER,,21,4200.0,-60800.0,0.06
CEQTPTUACM,FERMER,,19,3800.0,-61200.0,0.06
IEWBYHOME,FERMER,,20,4000.0,-61000.0,0.06
P_ADCP62LE,FERMER,,18,3600.0,-61400.0,0.06
01PHSETHOI,FERMER,CC,23,4600.0,-80400.0,0.05
02321FL3-5,FERMER,CV,16,3200.0,-61800.0,0.05
04GTPROSIS,FERMER,,16,3200.0,-61800.0,0.05
06APVEGRAS,FERMER,,17,3400.0,-61600.0,0.05
06GTPROCAG,FERMER,,16,3200.0,-61800.0,0.05
07APVEAUBE,FERMER,,15,3000.0,-62000.0,0.05
08011FM6-3,FERMER,CV,17,3400.0,-61600.0,0.05
09100FW1-4,FERMER,CV,15,3000.0,-62000.0,0.05
12100FF4-2,FERMER,CV,15,3000.0,-62000.0,0.05
13GTPROLAZ,FERMER,,17,3400.0,-61600.0,0.05
25300FD6-1,FERMER,CV,17,3400.0,-61600.0,0.05
29200FT2-2,FERMER,CC,20,4000.0,-81000.0,0.05
311204IM-2,FERMER,CC,20,4000.0,-81000.0,0.05
31150IZU-5,FERMER,CC,20,4000.0,-81000.0,0.05
45000FN5-A,FERMER,CV,15,3000.0,-62000.0,0.05
50470FP2-A,FERMER,CC,21,4200.0,-80800.0,0.05
51000J27-4,FERMER,CC,21,4200.0,-80800.0,0.05
51070FL2-1,FERMER,CV,15,3000.0,-62000.0,0.05
57037FU8-4,FERMER,CV,16,3200.0,-61800.0,0.05
57180FU8-5,FERMER,CC,23,4600.0,-80400.0,0.05
57210FU8-3,FERMER,CC,22,4400.0,-80600.0,0.05
59385FL1-2,FERMER,CV,15,3000.0,-62000.0,0.05
59650T9O-N,FERMER,,17,3400.0,-61600.0,0.05
60740FN9-7,FERMER,CC,22,4400.0,-80600.0,0.05
62321FQ9-8,FERMER,CV,15,3000.0,-62000.0,0.05
63170FF7-5,FERMER,CC,21,4200.0,-80800.0,0.05
64100FA6-6,FERMER,CV,15,3000.0,-62000.0,0.05
64601FA6-4,FERMER,CC,23,4600.0,-80400.0,0.05
65ELIGFIBR,FERMER,,16,3200.0,-61800.0,0.05
68065FF2-0,FERMER,CV,17,3400.0,-61600.0,0.05
69371FL7-4,FERMER,CC,21,4200.0,-80800.0,0.05
74PHSEETRE,FERMER,CC,22,4400.0,-80600.0,0.05
78360LQC-5,FERMER,CC,20,4000.0,-81000.0,0.05
84000FR6-B,FERMER,CC,21,4200.0,-80800.0,0.05
92SIMPROSE,FERMER,,16,3200.0,-61800.0,0.05
94000FV5-6,FERMER,CC,21,4200.0,-80800.0,0.05
94100FIDSC,FERMER,,16,3200.0,-61800.0,0.05
94205FW8-4,FERMER,CC,23,4600.0,-80400.0,0.05
94430FV5-1,FERMER,CC,21,4200.0,-80800.0,0.05
AGPRMEQU06,FERMER,,15,3000.0,-62000.0,0.05
CAM1-GSE,FERMER,,15,3000.0,-62000.0,0.05
CCVALQ2,FERMER,,16,3200.0,-61800.0,0.05
EQCCBTQHOM,FERMER,,15,3000.0,-62000.0,0.05
FTM_FLUIDI,FERMER,,16,3200.0,-61800.0,0.05
P_ADCP77CH,FERMER,,15,3000.0,-62000.0,0.05
01011FG1-6,FERMER,CV,14,2800.0,-62200.0,0.04
03PAETOUL1,FERMER,,12,2400.0,-62600.0,0.04
04008FQ7-3,FERMER,CC,17,3400.0,-81600.0,0.04
06000GX6-5,FERMER,,13,2600.0,-62400.0,0.04
13090FE3-7,FERMER,,12,2400.0,-62600.0,0.04
13DVIMARS8,FERMER,,12,2400.0,-62600.0,0.04
17200FP1-1,FERMER,CV,13,2600.0,-62400.0,0.04
21000FT4-A,FERMER,CV,14,2800.0,-62200.0,0.04
24100A4J-5,FERMER,CC,18,3600.0,-81400.0,0.04
29000FJ6-5,FERMER,CC,16,3200.0,-81800.0,0.04
30GTPROANG,FERMER,,13,2600.0,-62400.0,0.04
33065FT6-8,FERMER,,12,2400.0,-62600.0,0.04
33210FL6-A,FERMER,CV,13,2600.0,-62400.0,0.04
34500FJ8-4,FERMER,CC,15,3000.0,-82000.0,0.04
34PHSEBALA,FERMER,CC,17,3400.0,-81600.0,0.04
35406FZ9-5,FERMER,CC,19,3800.0,-81200.0,0.04
38PHSEGRE1,FERMER,CC,15,3000.0,-82000.0,0.04
38PHSEMLAN,FERMER,CC,15,3000.0,-82000.0,0.04
39021FN7-5,FERMER,CV,12,2400.0,-62600.0,0.04
42100746-1,FERMER,CC,19,3800.0,-81200.0,0.04
44600ER7-9,FERMER,CC,15,3000.0,-82000.0,0.04
45770FX1-1,FERMER,CC,18,3600.0,-81400.0,0.04
47000FS2-8,FERMER,CV,13,2600.0,-62400.0,0.04
49321FU7-2,FERMER,CC,15,3000.0,-82000.0,0.04
56321FX7-2,FERMER,CV,12,2400.0,-62600.0,0.04
592234AI-7,FERMER,CC,16,3200.0,-81800.0,0.04
59320I3V-6,FERMER,CC,19,3800.0,-81200.0,0.04
59508FV8-5,FERMER,CV,13,2600.0,-62400.0,0.04
59650FG6-1,FERMER,CC,19,3800.0,-81200.0,0.04
64230FP9-6,FERMER,CC,15,3000.0,-82000.0,0.04
65FIDACTI,FERMER,,12,2400.0,-62600.0,0.04
68019FF2-A,FERMER,CC,17,3400.0,-81600.0,0.04
69317FG4-0,FERMER,CV,13,2600.0,-62400.0,0.04
69PHSELYO2,FERMER,CC,19,3800.0,-81200.0,0.04
69PHSEVILL,FERMER,CV,12,2400.0,-62600.0,0.04
71300FB3-4,FERMER,CV,12,2400.0,-62600.0,0.04
72000FU5-3,FERMER,CV,13,2600.0,-62400.0,0.04
726508U6-H,FERMER,CC,15,3000.0,-82000.0,0.04
73PHSECHA1,FERMER,CV,12,2400.0,-62600.0,0.04
74303FL8-1,FERMER,CV,13,2600.0,-62400.0,0.04
74PHSEEPAG,FERMER,CC,19,3800.0,-81200.0,0.04
75001SNW-2,FERMER,,12,2400.0,-62600.0,0.04
75018FR7-3,FERMER,CV,13,2600.0,-62400.0,0.04
75PHSEITAL,FERMER,CC,17,3400.0,-81600.0,0.04
75PHSEPA01,FERMER,CC,18,3600.0,-81400.0,0.04
75PHSEPA15,FERMER,CV,12,2400.0,-62600.0,0.04
77120FS6-1,FERMER,CV,13,2600.0,-62400.0,0.04
77410FS6-4,FERMER,CC,15,3000.0,-82000.0,0.04
78370FU9-4,FERMER,CC,15,3000.0,-82000.0,0.04
78PHSEVELI,FERMER,CC,17,3400.0,-81600.0,0.04
81000ALB-F,FERMER,CC,17,3400.0,-81600.0,0.04
811006GC-5,FERMER,CC,17,3400.0,-81600.0,0.04
86000FN4-9,FERMER,CC,16,3200.0,-81800.0,0.04
89000FM9-4,FERMER,CC,18,3600.0,-81400.0,0.04
92603FX4-0,FERMER,CV,14,2800.0,-62200.0,0.04
93110FV7-1,FERMER,CC,19,3800.0,-81200.0,0.04
95001FP8-1,FERMER,CC,16,3200.0,-81800.0,0.04
CCNICEQ1,FERMER,,14,2800.0,-62200.0,0.04
CCNICEQ2,FERMER,,14,2800.0,-62200.0,0.04
GDTTESTOB,FERMER,,14,2800.0,-62200.0,0.04
PADCN257TH,FERMER,,12,2400.0,-62600.0,0.04
01100FG1-7,FERMER,CV,11,2200.0,-62800.0,0.03
03018FQ4-0,FERMER,CV,11,2200.0,-62800.0,0.03
03100FQ4-1,FERMER,CV,9,1800.0,-63200.0,0.03
03200FQ4-2,FERMER,CC,13,2600.0,-82400.0,0.03
10007FA5-0,FERMER,CV,9,1800.0,-63200.0,0.03
12031FF4-4,FERMER,CV,10,2000.0,-63000.0,0.03
13600BOUT1,FERMER,CC,13,2600.0,-82400.0,0.03
14100FC3-1,FERMER,CV,9,1800.0,-63200.0,0.03
14124FZ8-5,FERMER,CC,13,2600.0,-82400.0,0.03
15000FV9-3,FERMER,CV,10,2000.0,-63000.0,0.03
20APVELILE,FERMER,,10,2000.0,-63000.0,0.03
22303FW5-2,FERMER,CV,10,2000.0,-63000.0,0.03
24200FK4-2,FERMER,CV,10,2000.0,-63000.0,0.03
25026FD6-1,FERMER,CV,9,1800.0,-63200.0,0.03
25200FF8-3,FERMER,CV,10,2000.0,-63000.0,0.03
27006FF1-1,FERMER,CC,11,2200.0,-82800.0,0.03
330000TI-4,FERMER,CV,11,2200.0,-62800.0,0.03
33140FX5-2,FERMER,CC,12,2400.0,-82600.0,0.03
33324FX5-3,FERMER,CC,14,2800.0,-82200.0,0.03
33500FL6-8,FERMER,CC,11,2200.0,-82800.0,0.03
34PHSESTJE,FERMER,CC,13,2600.0,-82400.0,0.03
37000FE2-7,FERMER,CV,11,2200.0,-62800.0,0.03
38PHSESTEG,FERMER,CC,11,2200.0,-82800.0,0.03
40019FQ3-4,FERMER,CC,13,2600.0,-82400.0,0.03
41350HFQ-Q,FERMER,CC,11,2200.0,-82800.0,0.03
45207FN5-3,FERMER,CV,11,2200.0,-62800.0,0.03
47200FS2-7,FERMER,CV,10,2000.0,-63000.0,0.03
49000FK1-7,FERMER,CC,11,2200.0,-82800.0,0.03
51200FL4-1,FERMER,CV,9,1800.0,-63200.0,0.03
52100FS3-1,FERMER,CV,11,2200.0,-62800.0,0.03
53015FF5-5,FERMER,CC,14,2800.0,-82200.0,0.03
541803EV-5,FERMER,CC,11,2200.0,-82800.0,0.03
54400FH5-2,FERMER,CC,14,2800.0,-82200.0,0.03
56600FX7-4,FERMER,CC,13,2600.0,-82400.0,0.03
59407FV8-0,FERMER,CV,9,1800.0,-63200.0,0.03
59720FX1-1,FERMER,CC,13,2600.0,-82400.0,0.03
60000FN9-5,FERMER,CV,11,2200.0,-62800.0,0.03
62600FQ9-2,FERMER,CV,11,2200.0,-62800.0,0.03
63200NVL-5,FERMER,CC,11,2200.0,-82800.0,0.03
66PHSEPERP,FERMER,CC,13,2600.0,-82400.0,0.03
67500FT5-1,FERMER,CV,11,2200.0,-62800.0,0.03
68300FF2-1,FERMER,CV,10,2000.0,-63000.0,0.03
69PHSEPRIE,FERMER,CC,13,2600.0,-82400.0,0.03
70014FR5-2,FERMER,CV,9,1800.0,-63200.0,0.03
71100EE4-P,FERMER,CC,14,2800.0,-82200.0,0.03
76360FC9-B,FERMER,CC,11,2200.0,-82800.0,0.03
76410FC9-G,FERMER,CC,14,2800.0,-82200.0,0.03
78PHSERAM1,FERMER,CC,13,2600.0,-82400.0,0.03
80044FZ3-6,FERMER,CC,11,2200.0,-82800.0,0.03
82017FH7-2,FERMER,CV,9,1800.0,-63200.0,0.03
83190FC5-A,FERMER,CC,11,2200.0,-82800.0,0.03
87033FK5-1,FERMER,CV,9,1800.0,-63200.0,0.03
88000LVU-5,FERMER,CC,13,2600.0,-82400.0,0.03
