ORDER_SHOP_CD,volume_total,ca_estime,age_moyen,distance_moyenne,geolife_dominant,emplacement,surface,canal,vol_T,vol_I,vol_M,pct_T,pct_I,pct_M,cout_fonctionnement,marge_estimee,score_rentabilite,rentable,croissance_yoy,vs_mediane,profil_chalandise,decision
62321FQ9-8,15,3000.0,57.666666666666664,865.5908843745656,Urbain classe moyenne,CV,243.0,Agence Distribution,6,4,5,40.0,26.7,33.3,65000.0,-62000.0,0.05,False,-84.6,87.5,Régionale (>20km),FERMER
62407FA8-5,24,4800.0,40.5,821.7033635294355,Pavillonnaire familial,CC,149.0,Agence Distribution,12,4,8,50.0,16.7,33.3,85000.0,-80200.0,0.06,False,100.0,200.0,Régionale (>20km),FERMER
62600FQ9-2,11,2200.0,50.81818181818182,834.4426127826482,Résidence secondaire,CV,126.0,Agence Distribution,7,2,2,63.6,18.2,18.2,65000.0,-62800.0,0.03,False,-90.0,37.5,Régionale (>20km),FERMER
62800FA8-9,5,1000.0,53.0,773.9789468621844,Résidence secondaire,CC,140.0,Agence Distribution,5,0,0,100.0,0.0,0.0,85000.0,-84000.0,0.01,False,50.0,-37.5,Régionale (>20km),FERMER
62ACHARVAT,75,15000.0,48.2,,Urbain classe moyenne,,,Service Client Home,0,75,0,0.0,100.0,0.0,65000.0,-50000.0,0.23,False,112.5,837.5,Inconnu,FERMER
62ARVAFIDO,334,66800.0,51.5748502994012,,Résidence secondaire,,,Service Client Home,0,330,4,0.0,98.8,1.2,65000.0,1800.0,1.03,True,71.5,4075.0,Inconnu,DÉVELOPPER
62ARVATO16,165,33000.0,47.36363636363637,,Résidence secondaire,,,Service Client Home,6,159,0,3.6,96.4,0.0,65000.0,-32000.0,0.51,False,517.4,1962.5,Inconnu,FERMER
62ARVATOMD,448,89600.0,52.45291479820628,,Résidence secondaire,,,Service Client Home,0,433,15,0.0,96.7,3.3,65000.0,24600.0,1.38,True,155.6,5500.0,Inconnu,DÉVELOPPER
62FIDARVAT,1,200.0,89.0,,Populaire,,,Service Client Home,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu,FERMER
62PHSEBETH,4,800.0,35.666666666666664,799.3254954228318,Urbain classe moyenne,CC,69.0,Réseau Partenaire,2,1,1,50.0,25.0,25.0,85000.0,-84200.0,0.01,False,0.0,-50.0,Régionale (>20km),FERMER
62PHSECOQU,4,800.0,46.5,884.6996116298831,Rural traditionnel,CC,131.0,Réseau Partenaire,1,0,3,25.0,0.0,75.0,85000.0,-84200.0,0.01,False,0.0,-50.0,Régionale (>20km),FERMER
62PHSESTPO,4,800.0,42.333333333333336,,PériUrbain en croissance,CV,181.0,Réseau Partenaire,2,0,2,50.0,0.0,50.0,65000.0,-64200.0,0.01,False,-66.7,-50.0,Inconnu,FERMER
62SOSHMLB,509,101800.0,44.383104125736736,,Résidence secondaire,,,Service Client Home,0,505,4,0.0,99.2,0.8,65000.0,36800.0,1.57,True,-16.2,6262.5,Inconnu,MAINTENIR
63000FF7-8,41,8200.0,51.7027027027027,350.0367089071797,Urbain classe moyenne,CV,199.0,Agence Distribution,28,4,9,68.3,9.8,22.0,65000.0,-56800.0,0.13,False,-42.3,412.5,Régionale (>20km),FERMER
63170FF7-5,21,4200.0,60.5,336.3646314884932,Rural dynamique,CC,143.0,Agence Distribution,14,5,2,66.7,23.8,9.5,85000.0,-80800.0,0.05,False,-60.0,162.5,Régionale (>20km),FERMER
63200NVL-5,11,2200.0,52.333333333333336,304.51509147832695,Populaire,CC,80.0,Agence Distribution,8,1,2,72.7,9.1,18.2,85000.0,-82800.0,0.03,False,75.0,37.5,Régionale (>20km),FERMER
63PHSEISSO,6,1200.0,55.0,376.4430553035699,Résidence secondaire,CC,88.0,Réseau Partenaire,4,0,2,66.7,0.0,33.3,85000.0,-83800.0,0.01,False,0.0,-25.0,Régionale (>20km),FERMER
63PHSETHIE,4,800.0,42.333333333333336,,Résidence secondaire,CV,134.0,Réseau Partenaire,0,2,2,0.0,50.0,50.0,65000.0,-64200.0,0.01,False,-66.7,-50.0,Inconnu,FERMER
64100FA6-6,15,3000.0,49.0,654.6622300014565,Urbain classe moyenne,CV,100.0,Agence Distribution,11,1,3,73.3,6.7,20.0,65000.0,-62000.0,0.05,False,-12.5,87.5,Régionale (>20km),FERMER
64230FP9-6,15,3000.0,54.0,509.50935480531587,Populaire,CC,167.0,Agence Distribution,9,0,6,60.0,0.0,40.0,85000.0,-82000.0,0.04,False,-50.0,87.5,Régionale (>20km),FERMER
64601FA6-4,23,4600.0,51.38095238095238,625.804556817832,Résidence secondaire,CC,163.0,Agence Distribution,19,0,4,82.6,0.0,17.4,85000.0,-80400.0,0.05,False,9.1,187.5,Régionale (>20km),FERMER
64APVEANG1,2,400.0,29.0,,PériUrbain en croissance,,,,0,0,2,0.0,0.0,100.0,65000.0,-64600.0,0.01,False,0.0,-75.0,Inconnu,FERMER
64PHSEOLOR,1,200.0,29.0,,Pavillonnaire familial,CV,62.0,Réseau Partenaire,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu,FERMER
64PHSEORTH,2,400.0,64.0,517.2185541496642,Populaire,CV,65.0,Réseau Partenaire,1,0,1,50.0,0.0,50.0,65000.0,-64600.0,0.01,False,0.0,-75.0,Régionale (>20km),FERMER
64PHSEPAU6,2,400.0,49.0,481.4179342772523,Populaire,CC,118.0,Réseau Partenaire,0,0,2,0.0,0.0,100.0,85000.0,-84600.0,0.0,False,,-75.0,Régionale (>20km),FERMER
64PHSESTJL,7,1400.0,50.666666666666664,719.3971365677519,Urbain classe moyenne,CV,184.0,Réseau Partenaire,4,1,2,57.1,14.3,28.6,65000.0,-63600.0,0.02,False,33.3,-12.5,Régionale (>20km),FERMER
65015FJ7-1,8,1600.0,44.0,546.2224377721948,Populaire,CV,165.0,Agence Distribution,7,0,1,87.5,0.0,12.5,65000.0,-63400.0,0.02,False,0.0,0.0,Régionale (>20km),FERMER
65ACTIBAL,2,400.0,39.0,,Urbain classe moyenne,,,Service Client Home,0,2,0,0.0,100.0,0.0,65000.0,-64600.0,0.01,False,0.0,-75.0,Inconnu,FERMER
65ACTICAL2,196,39200.0,50.42857142857143,,Résidence secondaire,,,Service Client Home,0,196,0,0.0,100.0,0.0,65000.0,-25800.0,0.6,False,-2.0,2350.0,Inconnu,FERMER
65ACTIJUIL,440,88000.0,50.45454545454545,,Résidence secondaire,,,Service Client Home,0,433,7,0.0,98.4,1.6,65000.0,23000.0,1.35,True,-24.7,5400.0,Inconnu,MAINTENIR
65ACTIPREM,228,45600.0,49.44052863436123,,Résidence secondaire,,,Service Client Home,0,223,5,0.0,97.8,2.2,65000.0,-19400.0,0.7,False,35.1,2750.0,Inconnu,FERMER
65CTCOPACT,196,39200.0,45.98979591836735,,Pavillonnaire familial,,,Service Client Home,0,196,0,0.0,100.0,0.0,65000.0,-25800.0,0.6,False,-4.0,2350.0,Inconnu,FERMER
65ELIGFIBR,16,3200.0,52.125,,Résidence secondaire,,,Service Client Home,0,15,1,0.0,93.8,6.2,65000.0,-61800.0,0.05,False,200.0,100.0,Inconnu,FERMER
65FIDACTI,12,2400.0,55.666666666666664,,Résidence secondaire,,,Service Client Home,0,12,0,0.0,100.0,0.0,65000.0,-62600.0,0.04,False,-100.0,50.0,Inconnu,FERMER
65GTPROIBO,3,600.0,72.33333333333333,,Pavillonnaire familial,,,,0,0,3,0.0,0.0,100.0,65000.0,-64400.0,0.01,False,100.0,-62.5,Inconnu,FERMER
65OPENACTI,1,200.0,69.0,,Urbain classe moyenne,,,Service Client Home,0,1,0,0.0,100.0,0.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu,FERMER
65PHONIBOS,1,200.0,49.0,,PériUrbain en croissance,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu,FERMER
65PHSEIBOS,9,1800.0,50.25,375.5157266936007,PériUrbain en croissance,CC,208.0,Réseau Partenaire,6,0,3,66.7,0.0,33.3,85000.0,-83200.0,0.02,False,25.0,12.5,Régionale (>20km),FERMER
66530FX1-1,33,6600.0,49.714285714285715,265.4796269507141,PériUrbain en croissance,CC,121.0,Agence Distribution,16,6,11,48.5,18.2,33.3,85000.0,-78400.0,0.08,False,-16.7,312.5,Régionale (>20km),FERMER
66965FM1-1,18,3600.0,56.05882352941177,262.38728547038016,Urbain classe moyenne,CV,100.0,Agence Distribution,12,1,5,66.7,5.6,27.8,65000.0,-61400.0,0.06,False,-36.4,125.0,Régionale (>20km),FERMER
66965FM1-4,6,1200.0,52.333333333333336,246.67582882570449,Populaire,CV,204.0,Agence Distribution,3,1,2,50.0,16.7,33.3,65000.0,-63800.0,0.02,False,-100.0,-25.0,Régionale (>20km),FERMER
66PHSEFONT,7,1400.0,53.285714285714285,299.5711282053089,Résidence secondaire,CV,41.0,Réseau Partenaire,4,0,3,57.1,0.0,42.9,65000.0,-63600.0,0.02,False,33.3,-12.5,Régionale (>20km),FERMER
66PHSEPERP,13,2600.0,39.76923076923077,313.1938696096342,Urbain classe moyenne,CC,158.0,Réseau Partenaire,8,0,5,61.5,0.0,38.5,85000.0,-82400.0,0.03,False,-14.3,62.5,Régionale (>20km),FERMER
67000FX1-1,1,200.0,69.0,,Rural ouvrier,CC,134.0,Agence Distribution,0,0,1,0.0,0.0,100.0,85000.0,-84800.0,0.0,False,,-87.5,Inconnu,FERMER
67100FT5-5,59,11800.0,53.82142857142857,571.2126734746529,Résidence secondaire,CC,198.0,Agence Distribution,40,6,13,67.8,10.2,22.0,85000.0,-73200.0,0.14,False,-21.2,637.5,Régionale (>20km),FERMER
67300FIDSC,41,8200.0,58.75609756097561,,Résidence secondaire,,,Service Client Home,0,41,0,0.0,100.0,0.0,65000.0,-56800.0,0.13,False,-58.6,412.5,Inconnu,FERMER
67302FG5-0,9,1800.0,51.22222222222222,581.5975495576344,Populaire,CC,124.0,Agence Distribution,6,1,2,66.7,11.1,22.2,85000.0,-83200.0,0.02,False,25.0,12.5,Régionale (>20km),FERMER
67500FT5-1,11,2200.0,64.0,609.9957031235798,Résidence secondaire,CV,184.0,Agence Distribution,10,1,0,90.9,9.1,0.0,65000.0,-62800.0,0.03,False,-77.8,37.5,Régionale (>20km),FERMER
67APVEST20,2,400.0,49.0,,PériUrbain en croissance,,,,0,0,2,0.0,0.0,100.0,65000.0,-64600.0,0.01,False,0.0,-75.0,Inconnu,FERMER
67PHSEILLK,5,1000.0,49.0,,Résidence secondaire,CC,198.0,Réseau Partenaire,1,1,3,20.0,20.0,60.0,85000.0,-84000.0,0.01,False,50.0,-37.5,Inconnu,FERMER
67PHSEMOLS,1,200.0,49.0,591.4917469979249,Populaire,CV,112.0,Réseau Partenaire,1,0,0,100.0,0.0,0.0,65000.0,-64800.0,0.0,False,,-87.5,Régionale (>20km),FERMER
67PHSESELE,4,800.0,69.0,583.2606581218286,Pavillonnaire familial,CV,151.0,Réseau Partenaire,3,0,1,75.0,0.0,25.0,65000.0,-64200.0,0.01,False,200.0,-50.0,Régionale (>20km),FERMER
68019FF2-A,17,3400.0,47.57142857142857,503.2958849793758,PériUrbain en croissance,CC,167.0,Agence Distribution,11,1,5,64.7,5.9,29.4,85000.0,-81600.0,0.04,False,140.0,112.5,Régionale (>20km),FERMER
68021FR3-2,1,200.0,49.0,,Rural ouvrier,CV,187.0,Agence Distribution,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu,FERMER
68065FF2-0,17,3400.0,51.142857142857146,470.8946516821233,Pavillonnaire familial,CV,205.0,Agence Distribution,12,1,4,70.6,5.9,23.5,65000.0,-61600.0,0.05,False,-30.0,112.5,Régionale (>20km),FERMER
68110UU0-4,8,1600.0,50.25,506.5669517460586,Pavillonnaire familial,CC,104.0,Agence Distribution,6,0,2,75.0,0.0,25.0,85000.0,-83400.0,0.02,False,-100.0,0.0,Régionale (>20km),FERMER
68300FF2-1,10,2000.0,44.0,446.7338844321486,Résidence secondaire,CV,107.0,Agence Distribution,3,3,4,30.0,30.0,40.0,65000.0,-63000.0,0.03,False,-57.1,25.0,Régionale (>20km),FERMER
68AUCHMULH,1,200.0,79.0,,PériUrbain en croissance,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu,FERMER
68GTPROWIT,1,200.0,39.0,,Urbain classe moyenne,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu,FERMER
68PHSEMULW,1,200.0,29.0,455.9067724932856,Urbain classe moyenne,CC,118.0,Réseau Partenaire,1,0,0,100.0,0.0,0.0,85000.0,-84800.0,0.0,False,,-87.5,Régionale (>20km),FERMER
69002AY7-5,1,200.0,79.0,,Résidence secondaire,CV,123.0,Agence Distribution,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu,FERMER
69002FG4-2,160,32000.0,53.61038961038961,253.47472067169824,Résidence secondaire,CV,422.0,Agence Distribution,108,23,29,67.5,14.4,18.1,65000.0,-33000.0,0.49,False,2.5,1900.0,Régionale (>20km),FERMER
69003FY9-4,75,15000.0,49.0,239.37347438588995,Urbain classe moyenne,CC,200.0,Agence Distribution,56,5,14,74.7,6.7,18.7,85000.0,-70000.0,0.18,False,41.9,837.5,Régionale (>20km),FERMER
69009FG4-1,45,9000.0,56.38095238095238,262.12418381145983,Résidence secondaire,CC,155.0,Agence Distribution,30,6,9,66.7,13.3,20.0,85000.0,-76000.0,0.11,False,25.0,462.5,Régionale (>20km),FERMER
69100FY9-3,1,200.0,59.0,,Pavillonnaire familial,,,Agence Distribution,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu,FERMER
69230PE0-5,40,8000.0,59.55555555555556,236.10888351398907,PériUrbain en croissance,CC,164.0,Agence Distribution,25,6,9,62.5,15.0,22.5,85000.0,-77000.0,0.09,False,-33.3,400.0,Régionale (>20km),FERMER
69300DCALU,1,200.0,39.0,,Résidence secondaire,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu,FERMER
69317FG4-0,13,2600.0,57.333333333333336,290.46861932170634,Urbain classe moyenne,CV,84.0,Agence Distribution,9,2,2,69.2,15.4,15.4,65000.0,-62400.0,0.04,False,-100.0,62.5,Régionale (>20km),FERMER
69371FL7-4,21,4200.0,54.26315789473684,290.95533733941693,Urbain classe moyenne,CC,86.0,Agence Distribution,14,2,5,66.7,9.5,23.8,85000.0,-80800.0,0.05,False,10.0,162.5,Régionale (>20km),FERMER
69665FT8-2,21,4200.0,61.5,221.72490553968137,Urbain classe moyenne,CV,114.0,Agence Distribution,14,3,4,66.7,14.3,19.0,65000.0,-60800.0,0.06,False,33.3,162.5,Régionale (>20km),FERMER
69700MUC-2,1,200.0,69.0,,Rural ouvrier,CC,63.0,Agence Distribution,0,0,1,0.0,0.0,100.0,85000.0,-84800.0,0.0,False,-100.0,-87.5,Inconnu,FERMER
69APVEECUL,2,400.0,44.0,,Résidence secondaire,,,,0,0,2,0.0,0.0,100.0,65000.0,-64600.0,0.01,False,0.0,-75.0,Inconnu,FERMER
69APVELY31,8,1600.0,69.0,,PériUrbain en croissance,,,,0,0,8,0.0,0.0,100.0,65000.0,-63400.0,0.02,False,-40.0,0.0,Inconnu,FERMER
69APVELYO1,3,600.0,52.333333333333336,,Pavillonnaire familial,,,,0,0,3,0.0,0.0,100.0,65000.0,-64400.0,0.01,False,-50.0,-62.5,Inconnu,FERMER
69APVELYON,1,200.0,,,Urbain classe moyenne,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu,FERMER
69APVESTGE,1,200.0,,,Rural dynamique,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu,FERMER
69GTPROGIV,1,200.0,49.0,,Rural ouvrier,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu,FERMER
69PHONECUL,1,200.0,,,Rural dynamique,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu,FERMER
69PHSECXRO,8,1600.0,50.25,272.2879364962324,Résidence secondaire,CV,84.0,,2,3,3,25.0,37.5,37.5,65000.0,-63400.0,0.02,False,,0.0,Régionale (>20km),FERMER
69PHSEGIV1,9,1800.0,44.55555555555556,288.3404639504861,Urbain familial aisé,CC,63.0,Réseau Partenaire,3,3,3,33.3,33.3,33.3,85000.0,-83200.0,0.02,False,25.0,12.5,Régionale (>20km),FERMER
69PHSELYO2,19,3800.0,49.55555555555556,298.6434766745225,Résidence secondaire,CC,154.0,Réseau Partenaire,6,3,10,31.6,15.8,52.6,85000.0,-81200.0,0.04,False,-88.2,137.5,Régionale (>20km),FERMER
69PHSEPRIE,13,2600.0,47.46153846153846,277.2108507557968,Populaire,CC,96.0,Réseau Partenaire,2,7,4,15.4,53.8,30.8,85000.0,-82400.0,0.03,False,125.0,62.5,Régionale (>20km),FERMER
69PHSEVILL,12,2400.0,52.63636363636363,272.03508493626435,Rural traditionnel,CV,136.0,Réseau Partenaire,4,4,4,33.3,33.3,33.3,65000.0,-62600.0,0.04,False,1000.0,50.0,Régionale (>20km),FERMER
70014FR5-2,9,1800.0,54.55555555555556,445.56765798775854,PériUrbain en croissance,CV,135.0,Agence Distribution,7,0,2,77.8,0.0,22.2,65000.0,-63200.0,0.03,False,100.0,12.5,Régionale (>20km),FERMER
71019FG3-2,23,4600.0,54.0,346.3382007478317,Résidence secondaire,CV,147.0,Agence Distribution,15,2,6,65.2,8.7,26.1,65000.0,-60400.0,0.07,False,30.0,187.5,Régionale (>20km),FERMER
71100EE4-P,14,2800.0,43.61538461538461,378.15850725356813,Urbain classe moyenne,CC,155.0,Agence Distribution,9,2,3,64.3,14.3,21.4,85000.0,-82200.0,0.03,False,-44.4,75.0,Régionale (>20km),FERMER
71300FB3-4,12,2400.0,44.833333333333336,341.9849220826984,Résidence secondaire,CV,145.0,Agence Distribution,7,1,4,58.3,8.3,33.3,65000.0,-62600.0,0.04,False,0.0,50.0,Régionale (>20km),FERMER
71APVECHAL,1,200.0,79.0,,Résidence secondaire,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu,FERMER
71APVEMAC1,1,200.0,79.0,,Résidence secondaire,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu,FERMER
71BOULMACO,1,200.0,49.0,,Résidence secondaire,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu,FERMER
71FIDOPB2S,282,56400.0,50.666666666666664,,Résidence secondaire,,,Service Client Mobile,0,276,6,0.0,97.9,2.1,65000.0,-8600.0,0.87,False,13.6,3425.0,Inconnu,FERMER
71GTPROCRE,1,200.0,29.0,,PériUrbain en croissance,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu,FERMER
71PHSEAUTU,4,800.0,45.666666666666664,428.1233762637701,Populaire,CV,64.0,Réseau Partenaire,3,0,1,75.0,0.0,25.0,65000.0,-64200.0,0.01,False,0.0,-50.0,Régionale (>20km),FERMER
71PHSECREC,4,800.0,61.5,,Pavillonnaire familial,CC,133.0,Réseau Partenaire,3,1,0,75.0,25.0,0.0,85000.0,-84200.0,0.01,False,-100.0,-50.0,Inconnu,FERMER
71PHSELOUH,3,600.0,39.0,,Résidence secondaire,CV,92.0,Réseau Partenaire,1,0,2,33.3,0.0,66.7,65000.0,-64400.0,0.01,False,100.0,-62.5,Inconnu,FERMER
71PHSEPARA,3,600.0,54.0,366.6924597191081,Pavillonnaire familial,CV,107.0,Réseau Partenaire,3,0,0,100.0,0.0,0.0,65000.0,-64400.0,0.01,False,100.0,-62.5,Régionale (>20km),FERMER
72000FU5-3,13,2600.0,58.0,722.5151020147323,Résidence secondaire,CV,206.0,Agence Distribution,9,1,3,69.2,7.7,23.1,65000.0,-62400.0,0.04,False,60.0,62.5,Régionale (>20km),FERMER
726508U6-H,15,3000.0,61.857142857142854,647.1085621152298,Résidence secondaire,CC,110.0,Agence Distribution,11,2,2,73.3,13.3,13.3,85000.0,-82000.0,0.04,False,14.3,87.5,Régionale (>20km),FERMER
72PHSEARCO,5,1000.0,57.0,,Résidence secondaire,CC,127.0,Réseau Partenaire,4,1,0,80.0,20.0,0.0,85000.0,-84000.0,0.01,False,-75.0,-37.5,Inconnu,FERMER
72PHSEFLEC,1,200.0,39.0,687.2372600702963,Populaire,CV,74.0,Réseau Partenaire,0,1,0,0.0,100.0,0.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Régionale (>20km),FERMER
72PHSEMANS,1,200.0,59.0,727.7831150019382,Résidence secondaire,CC,125.0,Réseau Partenaire,1,0,0,100.0,0.0,0.0,85000.0,-84800.0,0.0,False,,-87.5,Régionale (>20km),FERMER
72PHSESABL,1,200.0,79.0,713.9780052699467,Urbain classe moyenne,CC,135.0,Réseau Partenaire,1,0,0,100.0,0.0,0.0,85000.0,-84800.0,0.0,False,,-87.5,Régionale (>20km),FERMER
72TELCLACH,1,200.0,79.0,,Rural dynamique,,,Réseau Concurrentiel,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu,FERMER
73000FR2-7,2,400.0,69.0,271.5932004225895,Populaire,CV,110.0,Agence Distribution,0,0,2,0.0,0.0,100.0,65000.0,-64600.0,0.01,False,0.0,-75.0,Régionale (>20km),FERMER
73010FR2-0,41,8200.0,53.44444444444444,219.76287807354748,Résidence secondaire,CC,126.0,Agence Distribution,29,4,8,70.7,9.8,19.5,85000.0,-76800.0,0.1,False,5.0,412.5,Régionale (>20km),FERMER
73103FR2-4,1,200.0,29.0,,Populaire,CV,66.0,Agence Distribution,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu,FERMER
73200FR2-1,42,8400.0,49.76923076923077,193.24997617098808,Résidence secondaire,CC,144.0,Agence Distribution,32,1,9,76.2,2.4,21.4,85000.0,-76600.0,0.1,False,0.0,425.0,Régionale (>20km),FERMER
73APVEALB1,1,200.0,29.0,,Populaire,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu,FERMER
73APVECHAM,1,200.0,29.0,,Rural ouvrier,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu,FERMER
73PHSEAIXB,1,200.0,19.0,,Urbain défavorisé,CV,66.0,Réseau Partenaire,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu,FERMER
73PHSECHA1,12,2400.0,51.5,240.2419912342679,Populaire,CV,110.0,Réseau Partenaire,3,4,5,25.0,33.3,41.7,65000.0,-62600.0,0.04,False,100.0,50.0,Régionale (>20km),FERMER
74000FL8-2,46,9200.0,54.11627906976744,268.28109178994464,Résidence secondaire,CV,133.0,Agence Distribution,29,9,8,63.0,19.6,17.4,65000.0,-55800.0,0.14,False,-35.7,475.0,Régionale (>20km),FERMER
74000FL8-4,7,1400.0,54.714285714285715,,Populaire,,,Ag PRO/PME,0,7,0,0.0,100.0,0.0,65000.0,-63600.0,0.02,False,-60.0,-12.5,Inconnu,FERMER
74107FV3-0,28,5600.0,42.47826086956522,301.7312132001403,Urbain classe moyenne,CV,178.0,Agence Distribution,16,2,10,57.1,7.1,35.7,65000.0,-59400.0,0.09,False,54.5,250.0,Régionale (>20km),FERMER
74200FV3-2,31,6200.0,57.96551724137931,319.93591827262463,Résidence secondaire,CV,103.0,Agence Distribution,18,5,8,58.1,16.1,25.8,65000.0,-58800.0,0.1,False,6.7,287.5,Régionale (>20km),FERMER
74303FL8-1,13,2600.0,44.833333333333336,303.863723336626,Urbain classe moyenne,CV,154.0,Agence Distribution,7,3,3,53.8,23.1,23.1,65000.0,-62400.0,0.04,False,-14.3,62.5,Régionale (>20km),FERMER
74APVEANN3,1,200.0,69.0,,Pavillonnaire familial,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu,FERMER
74APVECLU1,2,400.0,79.0,,PériUrbain en croissance,,,,0,0,2,0.0,0.0,100.0,65000.0,-64600.0,0.01,False,0.0,-75.0,Inconnu,FERMER
74APVETHO1,1,200.0,29.0,,Rural dynamique,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu,FERMER
74GTPROETR,2,400.0,54.0,,Pavillonnaire familial,,,,0,0,2,0.0,0.0,100.0,65000.0,-64600.0,0.01,False,-100.0,-75.0,Inconnu,FERMER
74GTPROSAL,2,400.0,79.0,,Populaire,,,,0,0,2,0.0,0.0,100.0,65000.0,-64600.0,0.01,False,,-75.0,Inconnu,FERMER
74MOBISAL1,1,200.0,49.0,,Populaire,CV,37.0,Réseau Partenaire,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu,FERMER
74PHSEEPAG,19,3800.0,40.25,256.1938282971334,Populaire,CC,162.0,Réseau Partenaire,10,3,6,52.6,15.8,31.6,85000.0,-81200.0,0.04,False,-27.3,137.5,Régionale (>20km),FERMER
74PHSEETRE,22,4400.0,47.888888888888886,303.1136863481766,Urbain classe moyenne,CC,156.0,Réseau Partenaire,12,0,10,54.5,0.0,45.5,85000.0,-80600.0,0.05,False,-30.8,175.0,Régionale (>20km),FERMER
74PHSEONON,1,200.0,89.0,,Résidence secondaire,CC,58.0,Réseau Partenaire,0,0,1,0.0,0.0,100.0,85000.0,-84800.0,0.0,False,,-87.5,Inconnu,FERMER
74PHSESALL,30,6000.0,57.4,274.55111549049195,Résidence secondaire,CV,152.0,Réseau Partenaire,16,4,10,53.3,13.3,33.3,65000.0,-59000.0,0.09,False,14.3,275.0,Régionale (>20km),FERMER
75001SNW-2,12,2400.0,48.166666666666664,,Résidence secondaire,,,Ag PRO/PME,0,12,0,0.0,100.0,0.0,65000.0,-62600.0,0.04,False,0.0,50.0,Inconnu,FERMER
75005U77-4,34,6800.0,60.0,672.1544751291724,Résidence secondaire,CV,121.0,Agence Distribution,26,2,6,76.5,5.9,17.6,65000.0,-58200.0,0.1,False,26.7,325.0,Régionale (>20km),FERMER
75006C3L-J,1,200.0,69.0,,Rural dynamique,CV,71.0,Agence Distribution,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu,FERMER
75006FQ8-5,35,7000.0,58.666666666666664,670.3803680575829,PériUrbain en croissance,CV,145.0,Agence Distribution,24,3,8,68.6,8.6,22.9,65000.0,-58000.0,0.11,False,18.8,337.5,Régionale (>20km),FERMER
750086YO-K,67,13400.0,55.61290322580645,692.854743657111,Résidence secondaire,CV,200.0,Agence Distribution,44,6,17,65.7,9.0,25.4,65000.0,-51600.0,0.21,False,31.0,737.5,Régionale (>20km),FERMER
75008BM9-5,1,200.0,69.0,,Résidence secondaire,CV,246.0,Agence Distribution,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu,FERMER
75009OP9-5,135,27000.0,54.85365853658536,670.8871923574386,Résidence secondaire,CV,1385.0,Agence Distribution,95,13,27,70.4,9.6,20.0,65000.0,-38000.0,0.42,False,-12.5,1587.5,Régionale (>20km),FERMER
75011FIDSC,519,103800.0,51.00772200772201,,Résidence secondaire,,,Service Client Home,0,514,5,0.0,99.0,1.0,65000.0,38800.0,1.6,True,88.3,6387.5,Inconnu,DÉVELOPPER
