ORDER_SHOP_CD,volume_total,ca_estime,age_moyen,distance_moyenne,geolife_dominant,emplacement,surface,canal,vol_T,vol_I,vol_M,pct_T,pct_I,pct_M,cout_fonctionnement,marge_estimee,score_rentabilite,rentable,croissance_yoy,vs_mediane,profil_chalandise
06500FD7-5,45,9000.0,48.44444444444444,1.6463156961063588,Résidence secondaire,CV,107.0,Agence Distribution,0,0,45,0.0,0.0,100.0,65000.0,-56000.0,0.14,False,-4.3,462.5,Locale (<10km)
066003J6-5,4,800.0,51.5,,Populaire,,,Agence Distribution,0,0,4,0.0,0.0,100.0,65000.0,-64200.0,0.01,False,200.0,-50.0,Inconnu
06600FH3-1,569,113800.0,56.08256880733945,2.0694677460296296,Urbain classe moyenne,CV,162.0,Agence Distribution,273,103,193,48.0,18.1,33.9,65000.0,48800.0,1.75,True,-95.2,7012.5,Locale (<10km)
06700FQ2-2,4148,829600.0,52.15054319710295,10.506025344773743,Urbain classe moyenne,CC,188.0,Agence Distribution,2347,595,1206,56.6,14.3,29.1,85000.0,744600.0,9.76,True,10.2,51750.0,Semi-locale (10-20km)
06APPLNICE,6,1200.0,53.0,,Résidence secondaire,,,,0,0,6,0.0,0.0,100.0,65000.0,-63800.0,0.02,False,100.0,-25.0,Inconnu
06APVEANT1,18,3600.0,52.333333333333336,,Résidence secondaire,,,,0,0,18,0.0,0.0,100.0,65000.0,-61400.0,0.06,False,-100.0,125.0,Inconnu
06APVECAN1,138,27600.0,53.20168067226891,,Urbain classe moyenne,,,,0,0,138,0.0,0.0,100.0,65000.0,-37400.0,0.42,False,375.0,1625.0,Inconnu
06APVEGRAS,17,3400.0,56.5,,Urbain familial aisé,,,,0,0,17,0.0,0.0,100.0,65000.0,-61600.0,0.05,False,-86.7,112.5,Inconnu
06APVENIC2,113,22600.0,47.46153846153846,,Urbain classe moyenne,,,,0,0,113,0.0,0.0,100.0,65000.0,-42400.0,0.35,False,97.4,1312.5,Inconnu
06APVENIC3,79,15800.0,50.40845070422535,,Populaire,,,,0,0,79,0.0,0.0,100.0,65000.0,-49200.0,0.24,False,63.3,887.5,Inconnu
06APVENICE,78,15600.0,54.45454545454545,,Urbain classe moyenne,,,,0,0,78,0.0,0.0,100.0,65000.0,-49400.0,0.24,False,69.0,875.0,Inconnu
06APVESTLA,135,27000.0,47.421052631578945,,Urbain classe moyenne,,,,0,0,135,0.0,0.0,100.0,65000.0,-38000.0,0.42,False,155.3,1587.5,Inconnu
06AUCHNICE,3,600.0,49.0,,Pavillonnaire familial,,,Réseau Concurrentiel,0,0,3,0.0,0.0,100.0,65000.0,-64400.0,0.01,False,-50.0,-62.5,Inconnu
06CARRANTI,1,200.0,59.0,,PériUrbain en croissance,,,Réseau Concurrentiel,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu
06CARRNICE,1,200.0,,,Urbain classe moyenne,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu
06CORISENA,1,200.0,89.0,,Urbain classe moyenne,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
06DVIBIOT,2,400.0,59.0,,Populaire,,,Direction des ventes indirectes,0,2,0,0.0,100.0,0.0,65000.0,-64600.0,0.01,False,-100.0,-75.0,Inconnu
06FIBRECA1,1274,254800.0,50.907378335949765,,Résidence secondaire,,,Porte A Porte,0,1274,0,0.0,100.0,0.0,65000.0,189800.0,3.92,True,57.9,15825.0,Inconnu
06FNACNICE,2,400.0,44.0,,Urbain classe moyenne,,,,0,0,2,0.0,0.0,100.0,65000.0,-64600.0,0.01,False,,-75.0,Inconnu
06GTPROANT,166,33200.0,51.3448275862069,,Urbain familial aisé,,,,0,0,166,0.0,0.0,100.0,65000.0,-31800.0,0.51,False,392.9,1975.0,Inconnu
06GTPROBEA,43,8600.0,53.21052631578947,,Résidence secondaire,,,,0,1,42,0.0,2.3,97.7,65000.0,-56400.0,0.13,False,86.7,437.5,Inconnu
06GTPROCAG,16,3200.0,59.625,,Urbain classe moyenne,,,,0,0,16,0.0,0.0,100.0,65000.0,-61800.0,0.05,False,-100.0,100.0,Inconnu
06GTPROMEN,99,19800.0,51.17391304347826,,Résidence secondaire,,,,0,0,99,0.0,0.0,100.0,65000.0,-45200.0,0.3,False,153.6,1137.5,Inconnu
06GTPROTRI,46,9200.0,54.853658536585364,,Rural dynamique,,,,0,0,46,0.0,0.0,100.0,65000.0,-55800.0,0.14,False,55.6,475.0,Inconnu
06MOBIBOSO,8,1600.0,64.0,,Résidence secondaire,CV,61.0,Réseau Partenaire,0,0,8,0.0,0.0,100.0,65000.0,-63400.0,0.02,False,0.0,0.0,Inconnu
06MOBICAG0,4,800.0,66.5,1.837783436548715,Urbain classe moyenne,CV,65.0,Réseau Partenaire,0,0,4,0.0,0.0,100.0,65000.0,-64200.0,0.01,False,0.0,-50.0,Locale (<10km)
06MOBINIC1,1,200.0,,,Résidence secondaire,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
06MOBITELN,1,200.0,59.0,,Urbain Dynamique,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu
06MOBIVENC,1,200.0,59.0,,Urbain classe moyenne,,,Réseau Partenaire,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
06PHSEANTI,1823,364600.0,51.095182820661634,6.546244754334342,Urbain familial aisé,CC,142.0,Réseau Partenaire,710,468,645,38.9,25.7,35.4,85000.0,279600.0,4.29,True,33.7,22687.5,Locale (<10km)
06PHSEBEAU,947,189400.0,48.395973154362416,16.45415633813229,Résidence secondaire,CV,54.0,Réseau Partenaire,406,210,331,42.9,22.2,35.0,65000.0,124400.0,2.91,True,-13.2,11737.5,Semi-locale (10-20km)
06PHSECAGN,491,98200.0,51.04210526315789,7.2208805787971135,Urbain classe moyenne,CC,65.0,Réseau Partenaire,215,86,190,43.8,17.5,38.7,85000.0,13200.0,1.16,True,-94.9,6037.5,Locale (<10km)
06PHSEDORE,5,1000.0,59.0,,Pavillonnaire familial,,,Réseau Partenaire,0,0,5,0.0,0.0,100.0,65000.0,-64000.0,0.02,False,50.0,-37.5,Inconnu
06PHSEETOI,8,1600.0,65.66666666666667,1.0731428177690596,Urbain classe moyenne,CC,52.0,Réseau Partenaire,0,0,8,0.0,0.0,100.0,85000.0,-83400.0,0.02,False,-66.7,0.0,Locale (<10km)
06PHSEMENT,1146,229200.0,51.03311867525299,1.8864683424326,Résidence secondaire,CV,107.0,Réseau Partenaire,467,268,411,40.8,23.4,35.9,65000.0,164200.0,3.53,True,37.8,14225.0,Locale (<10km)
06PHSENICE,3,600.0,65.66666666666667,,Rural traditionnel,,,,0,0,3,0.0,0.0,100.0,65000.0,-64400.0,0.01,False,-50.0,-62.5,Inconnu
06PHSETRIN,771,154200.0,50.46978021978022,8.625344232850546,PériUrbain en croissance,CC,111.0,Réseau Partenaire,329,156,286,42.7,20.2,37.1,85000.0,69200.0,1.81,True,65.9,9537.5,Locale (<10km)
07200FK7-1,975,195000.0,56.288503253796094,164.49875083971412,Résidence secondaire,CV,148.0,Agence Distribution,595,137,243,61.0,14.1,24.9,65000.0,130000.0,3.0,True,-97.4,12087.5,Régionale (>20km)
07300FE4-3,2,400.0,59.0,,PériUrbain en croissance,,,Agence Distribution,0,0,2,0.0,0.0,100.0,65000.0,-64600.0,0.01,False,0.0,-75.0,Inconnu
07APVEAUBE,15,3000.0,51.666666666666664,,Résidence secondaire,,,,0,0,15,0.0,0.0,100.0,65000.0,-62000.0,0.05,False,-92.9,87.5,Inconnu
07AUCHGRAN,2,400.0,64.0,,PériUrbain en croissance,,,,0,0,2,0.0,0.0,100.0,65000.0,-64600.0,0.01,False,,-75.0,Inconnu
07GTPROAUB,27,5400.0,45.666666666666664,,Rural traditionnel,,,,0,0,27,0.0,0.0,100.0,65000.0,-59600.0,0.08,False,,237.5,Inconnu
07GTPRODAV,67,13400.0,52.28125,,Rural dynamique,,,,0,0,67,0.0,0.0,100.0,65000.0,-51600.0,0.21,False,135.0,737.5,Inconnu
07GTPROPRI,40,8000.0,51.22222222222222,,PériUrbain en croissance,,,,0,0,40,0.0,0.0,100.0,65000.0,-57000.0,0.12,False,22.2,400.0,Inconnu
07GTPROTOU,69,13800.0,52.333333333333336,,Rural dynamique,,,,0,0,69,0.0,0.0,100.0,65000.0,-51200.0,0.21,False,87.5,762.5,Inconnu
07MOBIDAVE,4,800.0,54.0,,Rural dynamique,CC,105.0,Réseau Partenaire,0,0,4,0.0,0.0,100.0,85000.0,-84200.0,0.01,False,,-50.0,Inconnu
07MOBIPRIV,1,200.0,49.0,,Pavillonnaire familial,CV,43.0,Réseau Partenaire,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
07MOBITOUR,4,800.0,61.5,,Rural dynamique,CV,90.0,Réseau Partenaire,0,0,4,0.0,0.0,100.0,65000.0,-64200.0,0.01,False,,-50.0,Inconnu
07PHSEAUBE,575,115000.0,52.10679611650485,217.96225282039953,PériUrbain en croissance,CV,148.0,,235,133,207,40.9,23.1,36.0,65000.0,50000.0,1.77,True,,7087.5,Régionale (>20km)
07PHSEDAVE,1052,210400.0,48.63991769547325,164.9537860724137,Rural dynamique,CV,106.0,Réseau Partenaire,320,251,481,30.4,23.9,45.7,65000.0,145400.0,3.24,True,7.1,13050.0,Régionale (>20km)
07PHSEGUIL,10,2000.0,43.0,,Rural traditionnel,CC,36.0,Réseau Partenaire,0,0,10,0.0,0.0,100.0,85000.0,-83000.0,0.02,False,-57.1,25.0,Inconnu
07PHSEPRIV,531,106200.0,50.39165009940358,80.697357080633,PériUrbain en croissance,CV,37.0,Réseau Partenaire,215,160,156,40.5,30.1,29.4,65000.0,41200.0,1.63,True,18.5,6537.5,Régionale (>20km)
07PHSETOUR,989,197800.0,49.484391819160386,16.089160686388198,Urbain classe moyenne,CV,90.0,Réseau Partenaire,383,226,380,38.7,22.9,38.4,65000.0,132800.0,3.04,True,-15.5,12262.5,Semi-locale (10-20km)
08011FM6-3,17,3400.0,49.0,705.1862263538604,PériUrbain en croissance,CV,153.0,Agence Distribution,10,0,7,58.8,0.0,41.2,65000.0,-61600.0,0.05,False,-11.1,112.5,Régionale (>20km)
08PHSESEDA,2,400.0,44.0,,PériUrbain en croissance,CV,81.0,Réseau Partenaire,2,0,0,100.0,0.0,0.0,65000.0,-64600.0,0.01,False,-100.0,-75.0,Inconnu
09100FW1-4,15,3000.0,53.61538461538461,367.2731067521586,Résidence secondaire,CV,122.0,Agence Distribution,10,2,3,66.7,13.3,20.0,65000.0,-62000.0,0.05,False,-12.5,87.5,Régionale (>20km)
09PHSESTGI,3,600.0,54.0,501.3056757231996,Rural traditionnel,CV,52.0,Réseau Partenaire,0,0,3,0.0,0.0,100.0,65000.0,-64400.0,0.01,False,-50.0,-62.5,Régionale (>20km)
10007FA5-0,9,1800.0,61.5,567.7448678763235,Résidence secondaire,CV,155.0,Agence Distribution,4,2,3,44.4,22.2,33.3,65000.0,-63200.0,0.03,False,25.0,12.5,Régionale (>20km)
10PHSEROMI,3,600.0,59.0,,Populaire,CC,144.0,Réseau Partenaire,2,0,1,66.7,0.0,33.3,85000.0,-84400.0,0.01,False,,-62.5,Inconnu
10PHSESTPA,5,1000.0,49.0,568.9080765145811,Résidence secondaire,CC,116.0,Réseau Partenaire,0,2,3,0.0,40.0,60.0,85000.0,-84000.0,0.01,False,300.0,-37.5,Régionale (>20km)
11090LYE-1,38,7600.0,46.77777777777778,294.09747231675374,Populaire,CC,121.0,Agence Distribution,25,2,11,65.8,5.3,28.9,85000.0,-77400.0,0.09,False,-53.8,375.0,Régionale (>20km)
1110099L-Q,40,8000.0,55.666666666666664,257.27135382247,Rural ouvrier,CC,227.0,Agence Distribution,30,2,8,75.0,5.0,20.0,85000.0,-77000.0,0.09,False,10.5,400.0,Régionale (>20km)
11108FA2-3,2,400.0,79.0,,Pavillonnaire familial,CV,91.0,Agence Distribution,0,0,2,0.0,0.0,100.0,65000.0,-64600.0,0.01,False,,-75.0,Inconnu
12031FF4-4,10,2000.0,41.5,244.87372185922007,Pavillonnaire familial,CV,133.0,Agence Distribution,6,1,3,60.0,10.0,30.0,65000.0,-63000.0,0.03,False,-33.3,25.0,Régionale (>20km)
12100FF4-2,15,3000.0,60.333333333333336,224.8057054361924,Résidence secondaire,CV,157.0,Agence Distribution,11,2,2,73.3,13.3,13.3,65000.0,-62000.0,0.05,False,-33.3,87.5,Régionale (>20km)
12PHSEONET,4,800.0,56.5,355.0162066923952,Rural traditionnel,CC,141.0,Réseau Partenaire,2,2,0,50.0,50.0,0.0,85000.0,-84200.0,0.01,False,200.0,-50.0,Régionale (>20km)
12PHSEVILL,1,200.0,49.0,257.1636285324658,Urbain classe moyenne,CV,64.0,Réseau Partenaire,1,0,0,100.0,0.0,0.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Régionale (>20km)
12PHSEVIRO,4,800.0,41.5,,Résidence secondaire,CC,132.0,Réseau Partenaire,0,1,3,0.0,25.0,75.0,85000.0,-84200.0,0.01,False,0.0,-50.0,Inconnu
13001MC2-8,3302,660400.0,51.43862520458265,6.991910705559351,Populaire,CV,462.0,Agence Distribution,1896,480,926,57.4,14.5,28.0,65000.0,595400.0,10.16,True,-9.4,41175.0,Locale (<10km)
13001PYQ-5,1,200.0,49.0,,Urbain familial aisé,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu
13002MAR-2,7,1400.0,50.666666666666664,72.20572378189084,Pavillonnaire familial,CC,129.0,Agence Distribution,0,0,7,0.0,0.0,100.0,85000.0,-83600.0,0.02,False,-25.0,-12.5,Régionale (>20km)
13006RCW-5,1,200.0,39.0,,Urbain classe moyenne,,,Agence Distribution,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu
13007FV6-4,1,200.0,39.0,,Populaire,,,Agence Distribution,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu
13008FM5-4,1991,398200.0,55.48357565966613,9.245373500765488,Urbain familial aisé,CC,90.0,Agence Distribution,1196,292,503,60.1,14.7,25.3,85000.0,313200.0,4.68,True,3.2,24787.5,Locale (<10km)
13008FM5-6,40,8000.0,47.5,,Résidence secondaire,,,Ag PRO/PME,1,39,0,2.5,97.5,0.0,65000.0,-57000.0,0.12,False,371.4,400.0,Inconnu
13011FM5-1,2,400.0,54.0,,Résidence secondaire,,,Agence Distribution,0,0,2,0.0,0.0,100.0,65000.0,-64600.0,0.01,False,-100.0,-75.0,Inconnu
13011L5D-5,3110,622000.0,50.90165061898212,10.508608436224037,Urbain classe moyenne,CC,146.0,Agence Distribution,1716,527,867,55.2,16.9,27.9,85000.0,537000.0,7.32,True,11.4,38775.0,Semi-locale (10-20km)
13014YM2-S,2,400.0,64.0,,Populaire,,,,0,0,2,0.0,0.0,100.0,65000.0,-64600.0,0.01,False,-100.0,-75.0,Inconnu
13015FN8-1,3,600.0,49.0,,Pavillonnaire familial,,,Agence Distribution,0,0,3,0.0,0.0,100.0,65000.0,-64400.0,0.01,False,-50.0,-62.5,Inconnu
13090FE3-7,12,2400.0,61.72727272727273,,Pavillonnaire familial,,,Agence Distribution,0,0,12,0.0,0.0,100.0,65000.0,-62600.0,0.04,False,0.0,50.0,Inconnu
13098FE3-3,2133,426600.0,53.43997990959317,4.806136903545918,Pavillonnaire familial,CC,83.0,Agence Distribution,1175,366,592,55.1,17.2,27.8,85000.0,341600.0,5.02,True,21.0,26562.5,Locale (<10km)
13100JAX-5,2420,484000.0,52.14839277851167,7.989351925577743,Pavillonnaire familial,CC,128.0,Agence Distribution,1286,419,715,53.1,17.3,29.5,85000.0,399000.0,5.69,True,4.7,30150.0,Locale (<10km)
131273DR-5,2821,564200.0,50.86813186813187,26.142504026164644,Pavillonnaire familial,CC,100.0,Agence Distribution,1547,509,765,54.8,18.0,27.1,85000.0,479200.0,6.64,True,20.0,35162.5,Régionale (>20km)
13200FE3-1,1586,317200.0,54.013623978201636,4.20941362588283,Rural dynamique,CC,140.0,Agence Distribution,926,252,408,58.4,15.9,25.7,85000.0,232200.0,3.73,True,16.4,19725.0,Locale (<10km)
13300FE3-2,1991,398200.0,53.222103004291846,4.420908796403156,Pavillonnaire familial,CV,127.0,Agence Distribution,1154,296,541,58.0,14.9,27.2,65000.0,333200.0,6.13,True,14.8,24787.5,Locale (<10km)
13400FV6-7,3029,605800.0,52.64568599717114,9.998542271362162,Pavillonnaire familial,CC,119.0,Agence Distribution,1696,503,830,56.0,16.6,27.4,85000.0,520800.0,7.13,True,6.8,37762.5,Locale (<10km)
13480YMK-0,2,400.0,79.0,,Pavillonnaire familial,,,Agence Distribution,0,0,2,0.0,0.0,100.0,65000.0,-64600.0,0.01,False,,-75.0,Inconnu
13500RPN-8,8,1600.0,55.666666666666664,20.48987678474918,Populaire,CC,97.0,Agence Distribution,0,0,8,0.0,0.0,100.0,85000.0,-83400.0,0.02,False,200.0,0.0,Régionale (>20km)
13600BOUT1,13,2600.0,58.166666666666664,1.6051507944307934,Pavillonnaire familial,CC,65.0,Agence Distribution,0,0,13,0.0,0.0,100.0,85000.0,-82400.0,0.03,False,233.3,62.5,Locale (<10km)
13APPLPORT,2,400.0,59.0,,Rural traditionnel,,,,0,0,2,0.0,0.0,100.0,65000.0,-64600.0,0.01,False,0.0,-75.0,Inconnu
13APPLPROV,5,1000.0,71.0,,Pavillonnaire familial,,,,0,0,5,0.0,0.0,100.0,65000.0,-64000.0,0.02,False,-33.3,-37.5,Inconnu
13APVEAIX3,79,15800.0,49.69444444444444,,Pavillonnaire familial,,,,0,0,79,0.0,0.0,100.0,65000.0,-49200.0,0.24,False,176.2,887.5,Inconnu
13APVEAIX4,98,19600.0,49.35294117647059,,Pavillonnaire familial,,,,0,0,98,0.0,0.0,100.0,65000.0,-45400.0,0.3,False,88.2,1125.0,Inconnu
13APVEARL1,64,12800.0,53.73684210526316,,Pavillonnaire familial,,,,0,0,64,0.0,0.0,100.0,65000.0,-52200.0,0.2,False,200.0,700.0,Inconnu
13APVEAUBA,93,18600.0,53.44444444444444,,Pavillonnaire familial,,,,0,0,93,0.0,0.0,100.0,65000.0,-46400.0,0.29,False,265.0,1062.5,Inconnu
